set,split,concern_count,cross_concern_file_overlap,overlaps_reference_set,n_files,n_hunks,hunks_per_file,distinct_function_contexts,function_context_coverage,within_function_coediting,median_line_gap,total_changed_lines,set1_variant
synthetic,test,4.0,0.0,False,23,134,5.826086956521739,74,1.0,1,91.0,351,full
synthetic,test,4.0,0.0,True,7,16,2.2857142857142856,14,1.0,1,34.0,69,full
synthetic,test,4.0,0.0,False,7,24,3.4285714285714284,11,0.875,1,30.0,203,full
synthetic,test,4.0,0.0,False,8,18,2.25,7,0.8333333333333334,1,13.0,230,full
synthetic,test,4.0,0.0,False,4,5,1.25,3,0.6,0,10.0,165,full
synthetic,test,4.0,0.0,True,11,14,1.2727272727272727,5,0.42857142857142855,1,2700.0,249,full
synthetic,test,4.0,0.0,False,6,17,2.8333333333333335,8,1.0,1,25.0,97,full
synthetic,test,4.0,0.0,True,8,14,1.75,7,0.8571428571428571,1,59.0,37,full
synthetic,test,4.0,1.0,True,18,29,1.6111111111111112,20,0.7586206896551724,1,24.0,360,full
synthetic,test,4.0,0.0,False,17,27,1.588235294117647,15,0.6296296296296297,1,77.0,597,full
synthetic,test,4.0,0.0,True,9,13,1.4444444444444444,5,0.46153846153846156,1,2700.0,274,full
synthetic,test,4.0,0.0,False,16,25,1.5625,17,0.72,1,73.0,528,full
synthetic,test,4.0,0.0,False,4,5,1.25,5,1.0,0,10.0,32,full
synthetic,test,4.0,0.0,False,6,45,7.5,12,0.9333333333333333,1,35.0,414,full
synthetic,test,4.0,0.0,False,7,9,1.2857142857142858,6,0.8888888888888888,1,40.0,90,full
synthetic,test,4.0,0.0,False,10,15,1.5,13,0.8666666666666667,0,14.0,331,full
synthetic,test,4.0,0.0,False,17,35,2.0588235294117645,18,0.7714285714285715,1,18.5,302,full
synthetic,test,4.0,1.0,True,12,13,1.0833333333333333,6,0.5384615384615384,1,51.5,246,full
synthetic,test,4.0,0.0,False,10,15,1.5,14,1.0,1,21.0,383,full
synthetic,test,4.0,1.0,True,16,21,1.3125,10,0.6666666666666666,1,38.0,170,full
synthetic,test,4.0,0.0,True,14,28,2.0,15,0.75,1,32.0,246,full
synthetic,test,4.0,0.0,False,5,5,1.0,5,1.0,0,,39,full
synthetic,test,4.0,0.0,True,10,12,1.2,3,0.3333333333333333,1,5337.0,210,full
synthetic,test,4.0,0.0,False,27,41,1.5185185185185186,30,0.9024390243902439,1,50.0,183,full
synthetic,test,4.0,0.0,False,17,27,1.588235294117647,17,0.7037037037037037,1,77.0,508,full
synthetic,test,4.0,1.0,False,8,11,1.375,5,0.5454545454545454,1,2700.0,80,full
synthetic,test,4.0,0.0,False,8,33,4.125,10,0.9090909090909091,1,36.0,314,full
synthetic,test,4.0,1.0,False,8,9,1.125,6,0.7777777777777778,1,51.5,106,full
synthetic,test,4.0,0.0,True,7,17,2.4285714285714284,15,1.0,1,33.5,95,full
synthetic,test,4.0,0.0,True,7,17,2.4285714285714284,15,1.0,1,33.5,94,full
synthetic,test,4.0,0.0,False,5,5,1.0,3,0.6,0,,30,full
synthetic,test,4.0,0.0,False,6,43,7.166666666666667,6,0.9767441860465116,1,43.0,193,full
synthetic,test,4.0,0.0,False,13,23,1.7692307692307692,12,0.9565217391304348,1,12.0,58,full
synthetic,test,4.0,0.0,True,7,24,3.4285714285714284,14,0.6666666666666666,1,32.0,555,full
synthetic,test,4.0,1.0,False,7,8,1.1428571428571428,3,0.375,0,9048.0,58,full
synthetic,test,4.0,0.0,True,17,29,1.7058823529411764,21,0.7586206896551724,1,38.0,534,full
synthetic,test,4.0,0.0,False,27,39,1.4444444444444444,30,0.8717948717948718,1,50.0,177,full
synthetic,test,4.0,0.0,False,11,23,2.090909090909091,15,0.8695652173913043,1,28.5,282,full
synthetic,test,4.0,0.0,False,5,9,1.8,5,0.6666666666666666,1,2700.0,120,full
synthetic,test,4.0,0.0,True,10,12,1.2,6,0.5833333333333334,1,51.5,257,full
synthetic,test,4.0,0.0,True,7,17,2.4285714285714284,15,1.0,1,33.5,74,full
synthetic,test,4.0,0.0,False,6,13,2.1666666666666665,4,0.3076923076923077,0,28.0,640,full
synthetic,test,4.0,0.0,True,8,10,1.25,3,0.3,0,9048.0,252,full
synthetic,test,4.0,0.0,False,8,9,1.125,5,0.6666666666666666,1,14.0,205,full
synthetic,test,4.0,1.0,True,11,12,1.0909090909090908,3,0.25,0,9048.0,212,full
synthetic,test,4.0,0.0,False,6,12,2.0,8,0.6666666666666666,0,17.0,52,full
synthetic,test,4.0,0.0,False,8,8,1.0,6,0.75,0,,213,full
synthetic,test,4.0,1.0,False,7,9,1.2857142857142858,3,0.4444444444444444,1,5337.0,41,full
synthetic,test,5.0,0.0,True,8,25,3.125,15,0.68,1,33.0,576,full
synthetic,test,5.0,1.0,True,12,13,1.0833333333333333,4,0.3076923076923077,0,9048.0,236,full
synthetic,test,5.0,1.0,False,9,13,1.4444444444444444,6,0.6153846153846154,1,63.0,87,full
synthetic,test,5.0,0.0,True,12,14,1.1666666666666667,7,0.6428571428571429,1,40.0,268,full
synthetic,test,5.0,0.0,True,8,34,4.25,16,0.7647058823529411,1,30.0,591,full
synthetic,test,5.0,0.0,False,5,6,1.2,6,1.0,0,10.0,34,full
synthetic,test,5.0,1.0,True,26,77,2.9615384615384617,41,0.974025974025974,1,27.0,241,full
synthetic,test,5.0,0.0,True,11,16,1.4545454545454546,6,0.5,1,63.0,252,full
synthetic,test,5.0,0.0,False,8,12,1.5,6,0.6666666666666666,1,63.0,102,full
synthetic,test,5.0,1.0,True,12,11,0.9166666666666666,5,0.45454545454545453,0,,262,full
synthetic,test,5.0,0.0,False,18,35,1.9444444444444444,26,0.8285714285714286,1,33.0,608,full
synthetic,test,5.0,0.0,True,8,27,3.375,17,1.0,1,40.0,437,full
synthetic,test,5.0,1.0,True,12,14,1.1666666666666667,4,0.35714285714285715,1,5337.0,219,full
synthetic,test,5.0,1.0,False,18,24,1.3333333333333333,15,0.625,0,18.5,607,full
synthetic,test,5.0,0.0,False,8,25,3.125,12,0.88,1,30.0,215,full
synthetic,test,5.0,0.0,False,12,15,1.25,10,0.6666666666666666,0,37.0,82,full
synthetic,test,5.0,0.0,True,8,18,2.25,16,1.0,1,33.5,97,full
synthetic,test,5.0,1.0,False,8,44,5.5,14,1.0,1,35.0,362,full
synthetic,test,5.0,0.0,True,11,12,1.0909090909090908,4,0.3333333333333333,0,9048.0,265,full
synthetic,test,5.0,0.0,True,10,31,3.1,24,0.967741935483871,1,35.0,427,full
synthetic,test,5.0,1.0,False,39,63,1.6153846153846154,43,0.6825396825396826,0,21.0,280,full
synthetic,test,5.0,1.0,False,9,10,1.1111111111111112,7,0.8,1,51.5,130,full
synthetic,test,5.0,0.0,False,10,26,2.6,11,0.8846153846153846,1,30.5,167,full
synthetic,test,5.0,0.0,False,21,33,1.5714285714285714,26,0.8787878787878788,1,30.5,901,full
synthetic,test,5.0,0.0,False,13,31,2.3846153846153846,21,0.9354838709677419,1,22.0,522,full
synthetic,test,5.0,1.0,False,10,40,4.0,13,0.925,1,33.0,327,full
synthetic,test,5.0,0.0,True,22,32,1.4545454545454546,20,0.71875,1,73.0,567,full
synthetic,test,5.0,0.0,True,9,23,2.5555555555555554,21,1.0,1,28.5,406,full
synthetic,test,5.0,0.0,False,8,26,3.25,11,0.8846153846153846,1,30.5,213,full
synthetic,test,5.0,0.0,True,10,20,2.0,17,0.95,1,33.5,249,full
synthetic,test,5.0,1.0,True,24,39,1.625,24,0.9487179487179487,1,28.0,434,full
synthetic,test,5.0,0.0,False,7,12,1.7142857142857142,6,0.6666666666666666,1,63.0,98,full
synthetic,test,5.0,0.0,False,16,28,1.75,21,0.8928571428571429,1,41.0,762,full
synthetic,test,5.0,1.0,False,8,9,1.125,4,0.4444444444444444,0,9048.0,96,full
synthetic,test,5.0,0.0,True,12,16,1.3333333333333333,6,0.5,1,63.0,256,full
synthetic,test,5.0,0.0,False,17,24,1.411764705882353,19,0.875,1,26.0,665,full
synthetic,test,5.0,0.0,True,12,33,2.75,11,0.5757575757575758,1,41.0,293,full
synthetic,test,5.0,1.0,False,8,10,1.25,4,0.5,1,5337.0,65,full
synthetic,test,5.0,0.0,True,12,15,1.25,6,0.4666666666666667,1,2700.0,287,full
synthetic,test,5.0,0.0,True,9,22,2.4444444444444446,20,1.0,1,33.0,401,full
synthetic,test,5.0,0.0,False,10,25,2.5,12,0.88,1,30.0,169,full
synthetic,test,5.0,0.0,False,8,14,1.75,8,0.5714285714285714,0,17.0,62,full
synthetic,test,5.0,1.0,True,11,36,3.272727272727273,23,0.75,1,32.0,636,full
synthetic,test,5.0,0.0,False,10,14,1.4,5,0.35714285714285715,0,16.5,187,full
synthetic,test,5.0,1.0,True,12,13,1.0833333333333333,4,0.3076923076923077,0,9048.0,250,full
synthetic,test,5.0,0.0,False,7,11,1.5714285714285714,6,0.6363636363636364,1,2700.0,129,full
synthetic,test,5.0,0.0,True,8,25,3.125,15,0.68,1,32.0,578,full
synthetic,test,5.0,1.0,False,10,18,1.8,8,0.4444444444444444,0,25.5,504,full
synthetic,test,5.0,0.0,False,12,24,2.0,19,0.9583333333333334,1,77.0,353,full
synthetic,test,5.0,0.0,True,12,15,1.25,6,0.4666666666666667,1,2700.0,273,full
synthetic,test,5.0,0.0,True,20,37,1.85,21,0.918918918918919,1,28.0,524,full
synthetic,test,5.0,0.0,True,16,29,1.8125,16,0.7586206896551724,1,40.0,256,full
synthetic,test,5.0,0.0,False,8,28,3.5,11,0.39285714285714285,0,29.0,235,full
synthetic,test,5.0,1.0,True,13,14,1.0769230769230769,7,0.5714285714285714,1,51.5,284,full
synthetic,test,5.0,0.0,False,12,35,2.9166666666666665,23,0.8857142857142857,1,31.0,920,full
synthetic,test,5.0,0.0,True,11,13,1.1818181818181819,4,0.38461538461538464,1,5337.0,234,full
synthetic,test,5.0,1.0,False,9,12,1.3333333333333333,6,0.5833333333333334,1,2700.0,118,full
synthetic,test,5.0,0.0,True,10,43,4.3,18,0.9767441860465116,1,35.0,213,full
synthetic,test,5.0,0.0,True,10,18,1.8,11,0.8888888888888888,1,21.0,360,full
synthetic,test,5.0,0.0,False,37,56,1.5135135135135136,42,0.8392857142857143,1,40.0,245,full
synthetic,test,5.0,0.0,True,8,18,2.25,16,1.0,1,33.5,75,full
synthetic,test,5.0,1.0,False,9,12,1.3333333333333333,6,0.5833333333333334,1,2700.0,104,full
synthetic,test,5.0,0.0,False,20,30,1.5,20,0.7333333333333333,1,77.0,720,full
synthetic,test,5.0,0.0,True,9,46,5.111111111111111,18,1.0,1,50.0,247,full
synthetic,test,5.0,0.0,False,10,46,4.6,12,0.9782608695652174,1,25.0,693,full
synthetic,test,5.0,0.0,True,10,56,5.6,17,0.9821428571428571,1,36.0,258,full
synthetic,test,5.0,0.0,True,9,23,2.5555555555555554,21,1.0,1,28.5,384,full
synthetic,test,5.0,1.0,True,21,35,1.6666666666666667,24,0.7428571428571429,1,33.5,666,full
synthetic,test,5.0,1.0,False,45,86,1.9111111111111112,55,0.7209302325581395,1,19.0,378,full
synthetic,test,5.0,0.0,False,10,11,1.1,10,0.9090909090909091,0,280.0,30,full
real,,,,,3,3,1.0,2,0.6666666666666666,0,,43,full
real,,,,,1,1,1.0,1,1.0,0,,1,full
real,,,,,7,25,3.5714285714285716,10,0.92,1,14.0,362,full
real,,,,,1,5,5.0,3,1.0,1,28.5,32,full
real,,,,,4,6,1.5,4,0.8333333333333334,1,37.5,13,full
real,,,,,3,8,2.6666666666666665,4,1.0,1,52.0,196,full
real,,,,,2,2,1.0,0,0.0,0,,222,full
real,,,,,2,2,1.0,2,1.0,0,,21,full
real,,,,,4,5,1.25,5,1.0,0,202.0,42,full
real,,,,,2,5,2.5,3,0.8,1,34.0,52,full
real,,,,,8,11,1.375,4,0.36363636363636365,0,71.0,128,full
real,,,,,2,5,2.5,3,1.0,1,29.0,88,full
real,,,,,4,14,3.5,8,1.0,1,33.0,38,full
real,,,,,3,17,5.666666666666667,12,1.0,1,36.0,96,full
real,,,,,3,6,2.0,3,1.0,1,91.0,80,full
real,,,,,2,5,2.5,4,1.0,1,21.0,50,full
real,,,,,2,2,1.0,0,0.0,0,,270,full
real,,,,,4,13,3.25,11,1.0,1,34.0,64,full
real,,,,,15,28,1.8666666666666667,18,0.8214285714285714,1,26.0,320,full
real,,,,,1,3,3.0,2,0.6666666666666666,0,479.0,214,full
real,,,,,2,2,1.0,2,1.0,0,,21,full
real,,,,,5,7,1.4,4,0.8571428571428571,1,204.0,76,full
real,,,,,2,2,1.0,2,1.0,0,,7,full
real,,,,,2,2,1.0,2,1.0,0,,9,full
real,,,,,2,2,1.0,2,1.0,0,,5,full
real,,,,,2,2,1.0,2,1.0,0,,15,full
real,,,,,2,2,1.0,2,1.0,0,,16,full
real,,,,,2,2,1.0,1,0.5,0,,89,full
real,,,,,3,5,1.6666666666666667,5,1.0,0,373.5,189,full
real,,,,,3,9,3.0,2,0.7777777777777778,1,13.5,376,full
real,,,,,7,27,3.857142857142857,16,1.0,1,34.5,106,full
real,,,,,3,5,1.6666666666666667,2,0.8,1,15.5,148,full
real,,,,,2,5,2.5,5,1.0,0,15.0,11,full
real,,,,,2,8,4.0,2,0.25,0,25.5,200,full
real,,,,,5,9,1.8,4,0.6666666666666666,1,18.0,130,full
real,,,,,12,46,3.8333333333333335,36,0.9782608695652174,1,32.5,277,full
real,,,,,2,29,14.5,3,1.0,1,86.0,153,full
real,,,,,1,17,17.0,3,1.0,1,42.0,526,full
real,,,,,24,84,3.5,30,0.7619047619047619,1,21.0,1499,full
real,,,,,2,6,3.0,2,1.0,1,41.5,78,full
real,,,,,1,1,1.0,1,1.0,0,,2,full
real,,,,,8,9,1.125,3,0.3333333333333333,0,18.0,504,full
real,,,,,2,3,1.5,3,1.0,0,56.0,55,full
real,,,,,12,26,2.1666666666666665,12,0.9230769230769231,1,34.0,399,full
real,,,,,5,9,1.8,7,0.8888888888888888,1,176.0,105,full
real,,,,,20,32,1.6,17,0.5625,1,32.5,1307,full
real,,,,,3,5,1.6666666666666667,3,0.8,1,98.0,46,full
real,,,,,1,2,2.0,2,1.0,0,53.0,26,full
real,,,,,44,132,3.0,100,0.9242424242424242,1,31.0,2011,full
real,,,,,3,5,1.6666666666666667,4,1.0,1,35.5,25,full
real,,,,,10,48,4.8,29,0.8541666666666666,1,53.5,1220,full
real,,,,,7,10,1.4285714285714286,5,0.7,1,41.0,165,full
real,,,,,13,21,1.6153846153846154,20,0.9523809523809523,0,274.0,360,full
real,,,,,8,9,1.125,3,0.3333333333333333,0,18.0,504,full
real,,,,,9,13,1.4444444444444444,8,0.6923076923076923,1,27.0,110,full
real,,,,,6,6,1.0,1,0.16666666666666666,0,,745,full
real,,,,,13,21,1.6153846153846154,20,0.9523809523809523,0,274.0,360,full
real,,,,,1,2,2.0,2,1.0,0,53.0,26,full
real,,,,,7,10,1.4285714285714286,5,0.7,1,41.0,165,full
real,,,,,4,10,2.5,4,0.9,1,59.0,25,full
real,,,,,3,8,2.6666666666666665,7,1.0,1,45.0,85,full
real,,,,,5,5,1.0,1,0.2,0,,178,full
real,,,,,9,24,2.6666666666666665,10,0.8333333333333334,1,24.0,431,full
real,,,,,4,33,8.25,7,0.9090909090909091,1,20.0,171,full
real,,,,,4,7,1.75,6,1.0,1,12.0,187,full
real,,,,,3,11,3.6666666666666665,5,1.0,1,109.5,274,full
real,,,,,5,5,1.0,2,0.4,0,,84,full
real,,,,,8,8,1.0,2,0.25,0,151.0,1952,full
real,,,,,2,2,1.0,1,0.5,0,,13,full
real,,,,,3,5,1.6666666666666667,2,0.6,1,23.5,16,full
real,,,,,1,1,1.0,1,1.0,0,,3,full
real,,,,,4,10,2.5,4,0.9,1,31.5,78,full
real,,,,,11,23,2.090909090909091,12,1.0,1,16.5,90,full
real,,,,,1,5,5.0,3,1.0,1,28.5,32,full
real,,,,,2,5,2.5,4,1.0,1,29.0,84,full
real,,,,,8,9,1.125,3,0.3333333333333333,0,18.0,504,full
real,,,,,2,10,5.0,9,0.9,0,22.0,217,full
real,,,,,4,10,2.5,4,0.9,1,59.0,25,full
real,,,,,8,11,1.375,4,0.36363636363636365,0,71.0,128,full
real,,,,,2,3,1.5,2,0.6666666666666666,0,196.0,63,full
real,,,,,4,7,1.75,6,1.0,1,12.0,187,full
real,,,,,9,13,1.4444444444444444,8,0.6923076923076923,1,27.0,110,full
real,,,,,9,10,1.1111111111111112,6,0.6,0,72.0,111,full
real,,,,,1,3,3.0,3,1.0,0,1138.0,113,full
real,,,,,2,2,1.0,0,0.0,0,,222,full
real,,,,,2,6,3.0,2,1.0,1,41.5,78,full
real,,,,,4,8,2.0,5,1.0,1,15.0,290,full
real,,,,,6,7,1.1666666666666667,1,0.2857142857142857,1,21.0,136,full
real,,,,,2,4,2.0,2,0.75,1,12.0,16,full
real,,,,,7,27,3.857142857142857,16,1.0,1,34.5,106,full
real,,,,,8,16,2.0,11,0.8125,1,21.5,301,full
real,,,,,1,17,17.0,3,1.0,1,42.0,526,full
real,,,,,8,18,2.25,8,0.8333333333333334,1,22.0,113,full
real,,,,,2,3,1.5,2,1.0,1,23.0,23,full
real,,,,,2,2,1.0,2,1.0,0,,7,full
real,,,,,2,2,1.0,0,0.0,0,,103,full
real,,,,,2,3,1.5,2,1.0,1,13.0,13,full
real,,,,,6,26,4.333333333333333,9,0.8846153846153846,1,106.0,171,full
real,,,,,6,6,1.0,1,0.16666666666666666,0,,745,full
real,,,,,3,5,1.6666666666666667,3,0.8,1,98.0,46,full
real,,,,,6,59,9.833333333333334,12,0.9661016949152542,1,19.0,505,full
real,,,,,5,11,2.2,6,1.0,1,14.5,29,full
real,,,,,7,27,3.857142857142857,16,1.0,1,34.5,106,full
real,,,,,1,8,8.0,2,1.0,1,124.0,227,full
real,,,,,2,3,1.5,3,1.0,0,39.0,57,full
real,,,,,1,9,9.0,2,0.8888888888888888,1,48.0,24,full
real,,,,,5,5,1.0,3,0.8,1,32.0,59,full
real,,,,,2,2,1.0,2,1.0,0,,15,full
real,,,,,10,48,4.8,19,0.9166666666666666,1,16.5,276,full
real,,,,,5,5,1.0,0,0.0,0,,733,full
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,2,5,2.5,4,1.0,1,66.0,245,disjoint
synthetic,train,1.0,,False,1,24,24.0,0,0.0,0,45.0,63,disjoint
synthetic,train,1.0,,False,6,6,1.0,6,1.0,0,,14,disjoint
synthetic,train,1.0,,False,3,20,6.666666666666667,16,0.8,0,1198.0,119,disjoint
synthetic,train,1.0,,False,2,3,1.5,2,1.0,1,759.0,80,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,1.0,1,19.0,6,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,7,13,1.8571428571428572,10,0.7692307692307693,0,349.0,174,disjoint
synthetic,train,1.0,,False,2,2,1.0,2,1.0,0,,6,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,80.0,58,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,2,disjoint
synthetic,train,1.0,,False,1,3,3.0,1,1.0,1,9.5,6,disjoint
synthetic,train,1.0,,False,2,3,1.5,2,0.6666666666666666,0,22.0,46,disjoint
synthetic,train,1.0,,False,1,5,5.0,1,1.0,1,42.0,36,disjoint
synthetic,train,1.0,,False,1,4,4.0,1,1.0,1,24.0,22,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,1,disjoint
synthetic,train,1.0,,False,7,19,2.7142857142857144,10,0.8947368421052632,1,63.0,266,disjoint
synthetic,train,1.0,,False,4,9,2.25,9,1.0,0,49.0,67,disjoint
synthetic,train,1.0,,False,4,5,1.25,2,0.4,0,81.0,1208,disjoint
synthetic,train,1.0,,False,4,36,9.0,30,0.9166666666666666,1,16.5,1295,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,88.0,15,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,3,6,2.0,5,0.8333333333333334,0,37.0,75,disjoint
synthetic,train,1.0,,False,2,2,1.0,1,0.5,0,,34,disjoint
synthetic,train,1.0,,False,11,20,1.8181818181818181,7,0.7,1,26.0,397,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,22,disjoint
synthetic,train,1.0,,False,2,2,1.0,1,0.5,0,,63,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,5,disjoint
synthetic,train,1.0,,False,5,11,2.2,6,0.8181818181818182,1,16.5,59,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,9,disjoint
synthetic,train,1.0,,False,2,2,1.0,0,0.0,0,,146,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,14.0,10,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,6,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,142,disjoint
synthetic,train,1.0,,False,7,15,2.142857142857143,12,0.8666666666666667,1,12.5,77,disjoint
synthetic,train,1.0,,False,1,3,3.0,1,1.0,1,22.5,12,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,30,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,2,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,7,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,15.0,4,disjoint
synthetic,train,1.0,,False,1,3,3.0,1,0.6666666666666666,1,29.0,14,disjoint
synthetic,train,1.0,,False,2,2,1.0,1,0.5,0,,5,disjoint
synthetic,train,1.0,,False,2,2,1.0,0,0.0,0,,389,disjoint
synthetic,train,1.0,,False,8,9,1.125,3,0.3333333333333333,0,10.0,25,disjoint
synthetic,train,1.0,,False,11,13,1.1818181818181819,2,0.3076923076923077,1,95.0,70,disjoint
synthetic,train,1.0,,False,4,8,2.0,4,0.625,1,14.5,659,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,0.5,0,133.0,29,disjoint
synthetic,train,1.0,,False,4,8,2.0,6,0.875,1,37.0,186,disjoint
synthetic,train,1.0,,False,3,10,3.3333333333333335,10,1.0,0,82.0,95,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,2,2,1.0,2,1.0,0,,12,disjoint
synthetic,train,1.0,,False,2,3,1.5,3,1.0,0,81.0,5,disjoint
synthetic,train,1.0,,False,6,11,1.8333333333333333,7,0.9090909090909091,1,23.0,34,disjoint
synthetic,train,1.0,,False,4,5,1.25,1,0.2,0,63.0,141,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,53.0,8,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,3,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,5,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,1.0,1,35.0,12,disjoint
synthetic,train,1.0,,False,1,4,4.0,1,1.0,1,15.0,14,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,10,disjoint
synthetic,train,1.0,,False,11,1,0.09090909090909091,1,1.0,0,,75,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,18,18.0,1,1.0,1,15.0,46,disjoint
synthetic,train,1.0,,False,2,4,2.0,3,1.0,1,9.5,8,disjoint
synthetic,train,1.0,,False,5,20,4.0,6,1.0,1,19.0,52,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,4,disjoint
synthetic,train,1.0,,False,1,3,3.0,1,1.0,1,15.0,30,disjoint
synthetic,train,1.0,,False,3,5,1.6666666666666667,1,0.4,1,16.5,42,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,1,disjoint
synthetic,train,1.0,,False,6,16,2.6666666666666665,8,0.875,1,20.0,105,disjoint
synthetic,train,1.0,,False,4,9,2.25,7,1.0,1,20.0,23,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,239,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,4,disjoint
synthetic,train,1.0,,False,3,3,1.0,0,0.0,0,,31,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,9,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,6,14,2.3333333333333335,9,0.8571428571428571,1,16.5,60,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,3,4,1.3333333333333333,4,1.0,0,19.0,32,disjoint
synthetic,train,1.0,,False,1,6,6.0,1,1.0,1,24.0,176,disjoint
synthetic,train,1.0,,False,18,17,0.9444444444444444,0,0.0,0,87.0,66,disjoint
synthetic,train,1.0,,False,2,7,3.5,6,1.0,1,23.0,32,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,22.0,6,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,21,disjoint
synthetic,train,1.0,,False,8,10,1.25,6,0.9,1,14.0,134,disjoint
synthetic,train,1.0,,False,3,5,1.6666666666666667,5,1.0,0,1241.5,20,disjoint
synthetic,train,1.0,,False,1,4,4.0,2,1.0,1,36.0,54,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,2,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,14,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,5,8,1.6,6,1.0,1,376.0,82,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,472.0,4,disjoint
synthetic,train,1.0,,False,2,9,4.5,0,0.0,0,19.0,36,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,1.0,1,56.0,6,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,2,13,6.5,11,0.8461538461538461,0,149.0,79,disjoint
synthetic,train,1.0,,False,16,28,1.75,24,0.8571428571428571,0,18.5,499,disjoint
synthetic,train,1.0,,False,3,5,1.6666666666666667,2,0.6,1,60.5,92,disjoint
synthetic,train,1.0,,False,6,10,1.6666666666666667,9,1.0,1,16.0,35,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,1.0,1,20.0,4,disjoint
synthetic,train,1.0,,False,3,6,2.0,0,0.0,0,70.0,15,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,4,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,4,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,0.5,0,172.0,24,disjoint
synthetic,train,1.0,,False,4,7,1.75,6,1.0,1,12.0,13,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,7,disjoint
synthetic,train,1.0,,False,1,1,1.0,0,0.0,0,,41,disjoint
synthetic,train,1.0,,False,3,3,1.0,2,0.6666666666666666,0,,4,disjoint
synthetic,train,1.0,,False,1,2,2.0,2,1.0,0,56.0,39,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,2,disjoint
synthetic,train,1.0,,False,1,2,2.0,1,1.0,1,12.0,4,disjoint
synthetic,train,1.0,,False,1,1,1.0,1,1.0,0,,4,disjoint
