set,split,concern_count,cross_concern_file_overlap,overlaps_reference_set,n_files,n_hunks,hunks_per_file,distinct_function_contexts,function_context_coverage,within_function_coediting,median_line_gap,total_changed_lines,set1_variant
synthetic,train,4.0,0.0,False,9,14,1.5555555555555556,5,0.42857142857142855,1,44.0,279,full
synthetic,train,4.0,0.0,False,9,26,2.888888888888889,18,0.8076923076923077,1,104.0,282,full
synthetic,train,4.0,0.0,False,20,24,1.2,20,0.9583333333333334,1,78.0,172,full
synthetic,train,4.0,0.0,False,11,12,1.0909090909090908,6,0.5,0,10.0,44,full
synthetic,train,4.0,0.0,False,9,13,1.4444444444444444,11,0.9230769230769231,1,36.5,212,full
synthetic,train,4.0,0.0,True,12,18,1.5,14,0.9444444444444444,1,88.0,325,full
synthetic,train,4.0,0.0,True,8,14,1.75,11,0.8571428571428571,1,90.5,277,full
synthetic,train,4.0,0.0,False,6,10,1.6666666666666667,6,0.9,1,106.0,134,full
synthetic,train,4.0,0.0,False,7,28,4.0,23,0.8214285714285714,0,875.0,163,full
synthetic,train,4.0,0.0,False,5,6,1.2,5,1.0,1,19.0,286,full
synthetic,train,4.0,0.0,False,9,15,1.6666666666666667,12,0.9333333333333333,1,22.5,52,full
synthetic,train,4.0,0.0,False,15,39,2.6,28,0.717948717948718,0,873.5,436,full
synthetic,train,4.0,0.0,False,4,6,1.5,5,0.8333333333333334,0,45.5,181,full
synthetic,train,4.0,0.0,False,24,42,1.75,25,0.9523809523809523,1,101.0,201,full
synthetic,train,4.0,1.0,False,10,13,1.3,7,0.7692307692307693,1,81.5,147,full
synthetic,train,4.0,0.0,True,5,14,2.8,7,1.0,1,42.0,272,full
synthetic,train,4.0,0.0,False,17,33,1.9411764705882353,22,0.8181818181818182,1,19.5,223,full
synthetic,train,4.0,0.0,False,5,12,2.4,11,1.0,1,19.0,91,full
synthetic,train,4.0,0.0,False,6,9,1.5,5,0.7777777777777778,1,18.0,107,full
synthetic,train,4.0,0.0,False,9,18,2.0,11,0.8333333333333334,1,52.0,390,full
synthetic,train,4.0,0.0,False,9,18,2.0,9,0.7777777777777778,1,38.0,344,full
synthetic,train,4.0,0.0,False,19,29,1.5263157894736843,16,1.0,1,28.0,235,full
synthetic,train,4.0,0.0,False,8,11,1.375,6,0.6363636363636364,1,16.0,34,full
synthetic,train,4.0,0.0,False,6,9,1.5,8,0.8888888888888888,0,37.0,90,full
synthetic,train,4.0,0.0,False,8,18,2.25,14,1.0,1,13.0,94,full
synthetic,train,4.0,0.0,False,5,7,1.4,5,0.8571428571428571,1,92.0,183,full
synthetic,train,4.0,0.0,True,4,17,4.25,6,1.0,1,42.0,296,full
synthetic,train,4.0,0.0,False,5,11,2.2,7,1.0,1,42.0,56,full
synthetic,train,4.0,0.0,False,5,9,1.8,3,0.6666666666666666,1,186.5,225,full
synthetic,train,4.0,0.0,False,7,14,2.0,8,0.9285714285714286,1,12.0,147,full
synthetic,train,4.0,1.0,False,10,23,2.3,13,0.8695652173913043,1,21.0,173,full
synthetic,train,4.0,1.0,False,11,23,2.090909090909091,17,0.9130434782608695,1,84.5,272,full
synthetic,train,4.0,0.0,True,14,29,2.0714285714285716,19,0.7931034482758621,1,16.0,264,full
synthetic,train,4.0,0.0,False,5,17,3.4,6,1.0,1,31.0,53,full
synthetic,train,4.0,0.0,False,16,23,1.4375,16,0.9565217391304348,1,13.0,139,full
synthetic,train,4.0,0.0,False,4,4,1.0,2,0.5,0,,186,full
synthetic,train,4.0,0.0,False,8,22,2.75,8,0.36363636363636365,0,861.0,400,full
synthetic,train,4.0,0.0,False,4,4,1.0,3,0.75,0,,150,full
synthetic,train,4.0,0.0,False,9,15,1.6666666666666667,12,0.9333333333333333,1,22.5,52,full
synthetic,train,4.0,0.0,False,4,17,4.25,4,0.9411764705882353,1,25.0,659,full
synthetic,train,4.0,0.0,False,4,9,2.25,7,1.0,1,76.0,44,full
synthetic,train,4.0,0.0,False,12,34,2.8333333333333335,14,0.7941176470588235,1,22.0,242,full
synthetic,train,4.0,0.0,False,7,10,1.4285714285714286,3,0.3,0,99.0,191,full
synthetic,train,4.0,0.0,False,9,24,2.6666666666666665,17,0.75,1,113.0,775,full
synthetic,train,4.0,0.0,False,8,10,1.25,6,0.6,0,71.5,224,full
synthetic,train,4.0,0.0,False,18,23,1.2777777777777777,19,0.8695652173913043,1,13.0,60,full
synthetic,train,4.0,0.0,False,10,19,1.9,15,0.8947368421052632,1,12.0,104,full
synthetic,train,4.0,0.0,False,7,11,1.5714285714285714,5,0.5454545454545454,1,18.0,40,full
synthetic,train,4.0,0.0,False,5,16,3.2,13,0.8125,0,149.0,90,full
synthetic,train,4.0,0.0,False,5,5,1.0,2,0.4,0,,534,full
synthetic,train,4.0,0.0,False,4,5,1.25,5,1.0,0,472.0,19,full
synthetic,train,4.0,0.0,False,5,8,1.6,6,1.0,1,39.0,70,full
synthetic,train,4.0,0.0,True,14,18,1.2857142857142858,10,0.6111111111111112,1,176.0,233,full
synthetic,train,4.0,0.0,True,10,17,1.7,8,0.7647058823529411,1,48.0,148,full
synthetic,train,4.0,0.0,False,8,12,1.5,2,0.25,1,87.5,374,full
synthetic,train,4.0,1.0,True,30,48,1.6,31,0.8958333333333334,1,34.5,307,full
synthetic,train,4.0,0.0,False,6,12,2.0,7,0.9166666666666666,1,52.5,104,full
synthetic,train,4.0,0.0,False,19,58,3.0526315789473686,48,0.896551724137931,1,30.0,653,full
synthetic,train,4.0,0.0,False,4,4,1.0,3,0.75,0,,6,full
synthetic,train,4.0,1.0,False,15,25,1.6666666666666667,17,0.84,1,24.5,145,full
synthetic,train,4.0,0.0,False,8,9,1.125,4,0.4444444444444444,0,63.0,172,full
synthetic,train,4.0,1.0,False,25,41,1.64,28,0.8048780487804879,1,22.0,615,full
synthetic,train,4.0,0.0,False,5,5,1.0,5,1.0,0,,84,full
synthetic,train,4.0,0.0,False,15,22,1.4666666666666666,15,0.9545454545454546,1,13.0,59,full
synthetic,train,4.0,0.0,False,9,25,2.7777777777777777,15,0.92,1,50.0,84,full
synthetic,train,4.0,0.0,False,9,24,2.6666666666666665,13,0.5833333333333334,1,473.5,204,full
synthetic,train,4.0,0.0,False,9,14,1.5555555555555556,8,0.7857142857142857,1,47.0,190,full
synthetic,train,4.0,1.0,False,15,26,1.7333333333333334,16,0.7692307692307693,1,30.0,333,full
synthetic,train,4.0,0.0,False,4,5,1.25,4,1.0,1,19.0,24,full
synthetic,train,4.0,0.0,False,7,8,1.1428571428571428,5,0.75,1,15.0,77,full
synthetic,train,4.0,0.0,False,7,7,1.0,4,0.5714285714285714,0,,190,full
synthetic,train,4.0,0.0,False,6,6,1.0,2,0.3333333333333333,0,,482,full
synthetic,train,4.0,0.0,True,14,25,1.7857142857142858,16,0.84,1,49.0,172,full
synthetic,train,4.0,0.0,False,17,38,2.235294117647059,28,0.8947368421052632,1,16.0,221,full
synthetic,train,4.0,0.0,False,10,33,3.3,12,0.696969696969697,1,26.0,188,full
synthetic,train,4.0,0.0,False,4,21,5.25,11,0.9523809523809523,1,36.0,770,full
synthetic,train,4.0,0.0,False,4,4,1.0,3,0.75,0,,80,full
synthetic,train,4.0,0.0,False,10,11,1.1,8,0.7272727272727273,0,44.0,127,full
synthetic,train,4.0,0.0,False,7,8,1.1428571428571428,6,0.75,0,472.0,53,full
synthetic,train,4.0,0.0,True,8,23,2.875,16,0.9565217391304348,1,38.0,771,full
synthetic,train,4.0,0.0,False,7,13,1.8571428571428572,7,0.7692307692307693,1,29.0,67,full
synthetic,train,4.0,0.0,False,6,14,2.3333333333333335,10,0.9285714285714286,1,73.5,212,full
synthetic,train,4.0,0.0,True,8,24,3.0,11,0.5833333333333334,1,488.0,279,full
synthetic,train,4.0,0.0,False,6,7,1.1666666666666667,3,0.5714285714285714,1,13.0,431,full
synthetic,train,4.0,0.0,False,11,15,1.3636363636363635,14,1.0,1,73.5,265,full
synthetic,train,4.0,0.0,False,50,89,1.78,75,0.8426966292134831,0,11.0,301,full
synthetic,train,4.0,0.0,False,9,15,1.6666666666666667,11,0.8666666666666667,1,49.0,254,full
synthetic,train,4.0,0.0,False,10,28,2.8,19,0.6785714285714286,0,1036.5,286,full
synthetic,train,4.0,0.0,False,4,32,8.0,4,0.25,1,45.0,124,full
synthetic,train,4.0,0.0,False,35,68,1.9428571428571428,49,0.7941176470588235,1,31.0,333,full
synthetic,train,4.0,0.0,False,7,7,1.0,5,0.7142857142857143,0,,45,full
synthetic,train,4.0,0.0,False,8,22,2.75,7,0.3181818181818182,0,861.0,442,full
synthetic,train,4.0,0.0,False,16,26,1.625,16,0.8076923076923077,1,18.0,173,full
synthetic,train,4.0,0.0,False,11,18,1.6363636363636365,12,0.6666666666666666,0,1219.0,108,full
synthetic,train,4.0,0.0,False,6,10,1.6666666666666667,5,0.7,1,36.0,183,full
synthetic,train,4.0,0.0,False,4,4,1.0,4,1.0,0,,7,full
synthetic,train,4.0,0.0,False,10,12,1.2,11,0.9166666666666666,0,13.0,83,full
synthetic,train,4.0,0.0,False,7,10,1.4285714285714286,2,0.2,0,99.0,331,full
synthetic,train,4.0,0.0,False,11,35,3.1818181818181817,18,0.9142857142857143,1,22.5,409,full
synthetic,train,4.0,0.0,False,5,5,1.0,5,1.0,0,,16,full
synthetic,train,4.0,0.0,False,5,5,1.0,4,0.8,0,,40,full
synthetic,train,4.0,0.0,False,12,22,1.8333333333333333,4,0.5909090909090909,1,20.5,637,full
synthetic,train,4.0,0.0,False,8,14,1.75,7,0.6428571428571429,1,47.0,126,full
synthetic,train,4.0,0.0,False,5,10,2.0,6,1.0,1,31.0,78,full
synthetic,train,4.0,0.0,False,7,11,1.5714285714285714,4,0.5454545454545454,1,17.5,93,full
synthetic,train,4.0,0.0,False,7,8,1.1428571428571428,8,1.0,0,30.0,95,full
synthetic,train,4.0,0.0,False,25,36,1.44,28,0.8333333333333334,1,98.0,774,full
synthetic,train,4.0,0.0,False,14,25,1.7857142857142858,6,0.64,1,45.0,170,full
synthetic,train,4.0,0.0,False,5,7,1.4,4,0.7142857142857143,1,29.0,35,full
synthetic,train,4.0,0.0,False,5,6,1.2,5,1.0,1,20.0,38,full
synthetic,train,4.0,1.0,True,23,40,1.7391304347826086,30,0.825,1,20.0,643,full
synthetic,train,4.0,0.0,False,27,53,1.962962962962963,41,0.7924528301886793,1,31.0,263,full
synthetic,train,4.0,0.0,False,14,18,1.2857142857142858,8,0.5,1,24.5,46,full
synthetic,train,4.0,0.0,False,11,18,1.6363636363636365,16,0.8888888888888888,0,191.0,239,full
synthetic,train,4.0,1.0,True,59,68,1.152542372881356,64,0.9411764705882353,0,219.0,464,full
synthetic,train,4.0,0.0,False,4,4,1.0,2,0.5,0,,152,full
synthetic,train,4.0,0.0,False,10,16,1.6,9,0.75,1,43.5,141,full
synthetic,train,4.0,0.0,False,6,19,3.1666666666666665,15,0.8421052631578947,1,149.0,131,full
synthetic,train,4.0,1.0,True,11,26,2.3636363636363638,15,0.8846153846153846,1,21.0,219,full
synthetic,train,4.0,0.0,False,27,56,2.074074074074074,44,0.8035714285714286,1,31.0,277,full
synthetic,train,4.0,0.0,False,27,31,1.1481481481481481,10,0.45161290322580644,1,58.5,184,full
synthetic,train,4.0,0.0,True,22,25,1.1363636363636365,11,0.68,1,51.0,277,full
synthetic,train,4.0,0.0,True,7,11,1.5714285714285714,7,0.8181818181818182,1,32.0,280,full
synthetic,train,4.0,0.0,True,4,5,1.25,5,1.0,0,53.0,281,full
synthetic,train,4.0,1.0,True,14,24,1.7142857142857142,9,0.7916666666666666,1,31.5,210,full
synthetic,train,4.0,0.0,False,6,26,4.333333333333333,18,1.0,1,77.5,180,full
synthetic,train,4.0,0.0,False,31,39,1.2580645161290323,28,0.7948717948717948,1,37.5,482,full
synthetic,train,4.0,0.0,True,11,14,1.2727272727272727,7,0.5714285714285714,1,19.0,59,full
synthetic,train,4.0,0.0,False,4,13,3.25,4,1.0,1,33.0,104,full
synthetic,train,4.0,0.0,True,5,8,1.6,5,0.75,1,759.0,298,full
synthetic,train,4.0,0.0,False,8,15,1.875,11,0.9333333333333333,1,21.0,143,full
synthetic,train,4.0,0.0,False,7,26,3.7142857142857144,21,0.8076923076923077,0,875.0,171,full
synthetic,train,4.0,0.0,False,11,36,3.272727272727273,25,0.8888888888888888,1,32.0,207,full
synthetic,train,4.0,0.0,False,15,26,1.7333333333333334,23,0.9615384615384616,1,99.0,106,full
synthetic,train,4.0,0.0,False,6,7,1.1666666666666667,6,0.8571428571428571,0,483.0,159,full
synthetic,train,4.0,0.0,False,5,41,8.2,12,0.4878048780487805,1,22.0,285,full
synthetic,train,4.0,0.0,False,6,10,1.6666666666666667,7,0.8,1,32.5,58,full
synthetic,train,4.0,0.0,False,7,13,1.8571428571428572,6,0.6923076923076923,1,29.0,422,full
synthetic,train,4.0,0.0,False,9,20,2.2222222222222223,14,0.85,1,62.0,226,full
synthetic,train,4.0,0.0,False,4,8,2.0,3,0.625,1,29.0,52,full
synthetic,train,4.0,0.0,False,5,7,1.4,4,0.7142857142857143,1,29.0,35,full
synthetic,train,4.0,0.0,False,7,12,1.7142857142857142,4,0.3333333333333333,0,71.0,464,full
synthetic,train,4.0,0.0,False,10,12,1.2,7,0.6666666666666666,1,79.5,113,full
synthetic,train,4.0,0.0,False,10,27,2.7,19,0.8148148148148148,1,104.0,173,full
synthetic,train,4.0,0.0,False,5,10,2.0,6,1.0,1,51.0,74,full
synthetic,train,4.0,0.0,False,7,8,1.1428571428571428,2,0.25,0,820.0,527,full
synthetic,train,4.0,0.0,False,5,5,1.0,3,0.6,0,,35,full
synthetic,train,4.0,0.0,False,9,26,2.888888888888889,22,0.8461538461538461,0,1198.0,156,full
synthetic,train,4.0,0.0,True,11,12,1.0909090909090908,6,0.5833333333333334,1,27.0,173,full
synthetic,train,4.0,0.0,False,9,15,1.6666666666666667,10,0.7333333333333333,1,12.5,42,full
synthetic,train,4.0,1.0,False,27,45,1.6666666666666667,32,0.8222222222222222,1,22.0,618,full
synthetic,train,4.0,0.0,False,5,16,3.2,14,0.875,0,149.0,84,full
synthetic,train,4.0,0.0,False,12,23,1.9166666666666667,20,0.9130434782608695,1,19.0,206,full
synthetic,train,4.0,0.0,False,12,20,1.6666666666666667,18,0.95,1,117.5,256,full
synthetic,train,4.0,0.0,False,19,27,1.4210526315789473,16,0.8148148148148148,1,13.5,133,full
synthetic,train,4.0,0.0,False,4,6,1.5,3,0.8333333333333334,1,29.0,165,full
synthetic,train,4.0,0.0,False,7,10,1.4285714285714286,7,0.7,0,62.0,1226,full
synthetic,train,4.0,0.0,True,4,8,2.0,5,0.875,1,50.5,279,full
synthetic,train,4.0,0.0,True,5,7,1.4,5,0.7142857142857143,0,55.0,37,full
synthetic,train,4.0,0.0,True,7,24,3.4285714285714284,18,0.9583333333333334,1,34.0,776,full
synthetic,train,4.0,0.0,False,5,8,1.6,3,0.75,1,83.0,329,full
synthetic,train,4.0,0.0,False,11,38,3.4545454545454546,27,0.8947368421052632,1,32.0,690,full
synthetic,train,4.0,0.0,False,6,10,1.6666666666666667,9,1.0,1,319.0,41,full
synthetic,train,4.0,0.0,False,7,20,2.857142857142857,13,0.7,1,113.0,265,full
synthetic,train,4.0,0.0,False,5,9,1.8,5,0.8888888888888888,1,54.0,303,full
synthetic,train,4.0,0.0,False,4,6,1.5,2,0.6666666666666666,1,40.0,162,full
synthetic,train,4.0,0.0,False,4,8,2.0,6,1.0,1,203.0,195,full
synthetic,train,4.0,1.0,False,12,20,1.6666666666666667,7,0.6,1,23.0,241,full
synthetic,train,4.0,0.0,True,11,16,1.4545454545454546,11,0.9375,1,30.0,208,full
synthetic,train,4.0,0.0,False,5,11,2.2,5,0.8181818181818182,1,40.5,54,full
synthetic,train,4.0,0.0,False,8,10,1.25,4,0.5,1,16.5,85,full
synthetic,train,4.0,0.0,False,7,9,1.2857142857142858,7,0.7777777777777778,0,45.5,148,full
synthetic,train,4.0,0.0,False,26,28,1.0769230769230769,24,0.9285714285714286,1,23.0,178,full
synthetic,train,4.0,0.0,True,16,59,3.6875,46,0.9322033898305084,1,32.0,507,full
synthetic,train,4.0,0.0,False,5,8,1.6,3,0.75,1,83.0,132,full
synthetic,train,4.0,0.0,True,4,15,3.75,8,1.0,1,42.0,263,full
synthetic,train,4.0,0.0,False,4,9,2.25,4,0.7777777777777778,1,57.0,54,full
synthetic,train,4.0,0.0,False,8,12,1.5,8,0.9166666666666666,1,48.5,54,full
synthetic,train,4.0,0.0,False,6,18,3.0,13,0.7777777777777778,1,131.0,475,full
synthetic,train,4.0,0.0,False,7,21,3.0,14,0.7142857142857143,1,131.0,267,full
synthetic,train,4.0,0.0,False,6,10,1.6666666666666667,5,0.8,1,176.5,246,full
synthetic,train,4.0,0.0,False,12,21,1.75,19,1.0,1,66.0,296,full
synthetic,train,4.0,0.0,False,5,7,1.4,7,1.0,0,334.5,26,full
synthetic,train,4.0,0.0,False,5,5,1.0,3,0.6,0,,80,full
synthetic,train,4.0,0.0,False,4,6,1.5,6,1.0,0,129.5,40,full
synthetic,train,4.0,0.0,True,11,26,2.3636363636363638,16,0.8846153846153846,1,21.0,205,full
synthetic,train,4.0,0.0,False,7,9,1.2857142857142858,8,0.8888888888888888,0,45.5,143,full
synthetic,train,4.0,0.0,False,9,15,1.6666666666666667,7,0.8666666666666667,1,14.5,70,full
synthetic,train,4.0,0.0,False,5,14,2.8,7,0.9285714285714286,1,48.0,119,full
synthetic,train,4.0,0.0,False,5,10,2.0,8,0.9,1,45.0,348,full
synthetic,train,4.0,0.0,False,6,8,1.3333333333333333,7,0.875,0,27.0,82,full
synthetic,train,5.0,1.0,False,16,22,1.375,14,0.9090909090909091,1,30.0,224,full
synthetic,train,5.0,0.0,False,11,29,2.6363636363636362,21,0.7241379310344828,0,1036.5,299,full
synthetic,train,5.0,1.0,True,20,33,1.65,30,0.9393939393939394,1,329.0,418,full
synthetic,train,5.0,0.0,True,9,22,2.4444444444444446,13,1.0,1,34.0,171,full
synthetic,train,5.0,0.0,False,10,16,1.6,8,0.5625,1,20.0,105,full
synthetic,train,5.0,0.0,True,5,15,3.0,9,0.9333333333333333,1,60.5,246,full
synthetic,train,5.0,0.0,False,14,19,1.3571428571428572,12,0.9473684210526315,1,15.0,182,full
synthetic,train,5.0,0.0,True,15,29,1.9333333333333333,21,0.8275862068965517,1,14.5,224,full
synthetic,train,5.0,0.0,False,6,13,2.1666666666666665,7,1.0,1,39.0,106,full
synthetic,train,5.0,0.0,False,8,16,2.0,7,0.875,1,31.5,42,full
synthetic,train,5.0,0.0,False,6,11,1.8333333333333333,5,0.7272727272727273,1,22.0,208,full
synthetic,train,5.0,0.0,True,23,60,2.608695652173913,26,0.85,1,28.0,257,full
synthetic,train,5.0,0.0,True,7,8,1.1428571428571428,7,0.875,0,51.0,31,full
synthetic,train,5.0,0.0,False,6,7,1.1666666666666667,4,0.5714285714285714,0,30.0,76,full
synthetic,train,5.0,0.0,False,7,20,2.857142857142857,16,0.8,0,113.0,608,full
synthetic,train,5.0,0.0,False,7,8,1.1428571428571428,4,0.5,0,18.0,431,full
synthetic,train,5.0,0.0,False,6,19,3.1666666666666665,10,0.9473684210526315,1,61.0,310,full
synthetic,train,5.0,0.0,False,26,40,1.5384615384615385,10,0.425,1,17.0,161,full
synthetic,train,5.0,0.0,False,5,36,7.2,9,0.4166666666666667,1,22.0,693,full
synthetic,train,5.0,0.0,False,9,12,1.3333333333333333,3,0.25,0,99.0,226,full
synthetic,train,5.0,0.0,False,12,14,1.1666666666666667,7,0.5714285714285714,1,14.5,49,full
synthetic,train,5.0,0.0,True,13,25,1.9230769230769231,23,0.96,1,82.0,328,full
synthetic,train,5.0,0.0,False,12,16,1.3333333333333333,6,0.5,1,31.0,104,full
synthetic,train,5.0,0.0,True,17,25,1.4705882352941178,24,0.96,0,274.0,381,full
synthetic,train,5.0,0.0,False,8,20,2.5,13,0.7,1,131.0,518,full
synthetic,train,5.0,0.0,False,9,12,1.3333333333333333,5,0.5833333333333334,1,17.0,124,full
synthetic,train,5.0,0.0,False,6,7,1.1666666666666667,5,0.8571428571428571,1,12.0,106,full
synthetic,train,5.0,0.0,False,10,22,2.2,9,0.7727272727272727,1,18.0,623,full
synthetic,train,5.0,0.0,False,8,18,2.25,9,0.9444444444444444,1,11.5,666,full
synthetic,train,5.0,0.0,False,9,12,1.3333333333333333,8,0.8333333333333334,1,30.0,110,full
synthetic,train,5.0,0.0,False,7,12,1.7142857142857142,3,0.5,1,13.0,283,full
synthetic,train,5.0,1.0,True,12,28,2.3333333333333335,17,0.8928571428571429,1,21.0,223,full
synthetic,train,5.0,0.0,False,7,21,3.0,11,1.0,1,65.0,209,full
synthetic,train,5.0,0.0,True,8,21,2.625,13,0.9047619047619048,1,27.0,127,full
synthetic,train,5.0,0.0,True,6,8,1.3333333333333333,6,1.0,1,35.5,73,full
synthetic,train,5.0,0.0,False,13,30,2.3076923076923075,13,0.8666666666666667,1,20.0,471,full
synthetic,train,5.0,0.0,True,7,23,3.2857142857142856,19,0.9130434782608695,1,19.0,336,full
synthetic,train,5.0,0.0,False,26,38,1.4615384615384615,10,0.42105263157894735,1,20.0,190,full
synthetic,train,5.0,0.0,True,6,7,1.1666666666666667,7,1.0,0,160.0,39,full
synthetic,train,5.0,0.0,False,5,6,1.2,4,0.8333333333333334,1,13.0,154,full
synthetic,train,5.0,0.0,True,6,8,1.3333333333333333,6,1.0,1,9.5,36,full
synthetic,train,5.0,0.0,True,10,16,1.6,11,0.875,1,63.0,161,full
synthetic,train,5.0,0.0,False,16,24,1.5,13,0.625,1,25.5,178,full
synthetic,train,5.0,0.0,False,6,15,2.5,6,0.8666666666666667,1,15.0,28,full
synthetic,train,5.0,0.0,False,10,18,1.8,14,0.9444444444444444,1,52.5,240,full
synthetic,train,5.0,0.0,False,6,13,2.1666666666666665,8,1.0,1,39.0,203,full
synthetic,train,5.0,0.0,False,19,35,1.8421052631578947,24,0.8285714285714286,1,19.5,226,full
synthetic,train,5.0,0.0,True,8,13,1.625,9,0.8461538461538461,1,109.0,316,full
synthetic,train,5.0,0.0,False,18,25,1.3888888888888888,17,0.92,1,13.0,142,full
synthetic,train,5.0,0.0,False,18,45,2.5,20,0.8222222222222222,1,10.0,330,full
synthetic,train,5.0,0.0,False,6,6,1.0,5,0.8333333333333334,0,,41,full
synthetic,train,5.0,0.0,False,10,16,1.6,12,0.875,1,49.0,256,full
synthetic,train,5.0,0.0,False,8,21,2.625,11,0.9523809523809523,1,67.0,505,full
synthetic,train,5.0,0.0,False,12,19,1.5833333333333333,18,0.9473684210526315,0,191.0,237,full
synthetic,train,5.0,0.0,False,6,14,2.3333333333333335,9,0.7857142857142857,1,78.5,203,full
synthetic,train,5.0,0.0,False,12,24,2.0,12,0.7083333333333334,1,22.0,192,full
synthetic,train,5.0,1.0,False,48,55,1.1458333333333333,28,0.6545454545454545,1,39.0,387,full
synthetic,train,5.0,0.0,False,9,14,1.5555555555555556,3,0.35714285714285715,1,37.0,376,full
synthetic,train,5.0,0.0,False,19,39,2.0526315789473686,29,0.8974358974358975,1,14.5,228,full
synthetic,train,5.0,0.0,False,6,12,2.0,10,0.9166666666666666,1,28.0,247,full
synthetic,train,5.0,0.0,False,13,32,2.4615384615384617,16,0.53125,1,197.0,482,full
synthetic,train,5.0,0.0,False,6,8,1.3333333333333333,8,1.0,0,61.5,44,full
synthetic,train,5.0,0.0,False,8,30,3.75,15,0.9,1,39.0,817,full
synthetic,train,5.0,0.0,True,7,15,2.142857142857143,14,0.9333333333333333,0,22.0,283,full
synthetic,train,5.0,0.0,False,16,22,1.375,15,0.7727272727272727,1,31.0,254,full
synthetic,train,5.0,0.0,True,16,40,2.5,19,0.825,1,36.5,866,full
synthetic,train,5.0,0.0,False,5,8,1.6,4,0.75,1,11.0,31,full
synthetic,train,5.0,0.0,False,6,7,1.1666666666666667,6,0.8571428571428571,0,472.0,45,full
synthetic,train,5.0,0.0,False,10,26,2.6,12,0.46153846153846156,0,861.0,431,full
synthetic,train,5.0,0.0,False,6,10,1.6666666666666667,8,1.0,1,40.5,93,full
synthetic,train,5.0,0.0,True,6,21,3.5,7,1.0,1,33.0,318,full
synthetic,train,5.0,0.0,False,5,7,1.4,6,0.8571428571428571,0,197.5,40,full
synthetic,train,5.0,0.0,False,9,11,1.2222222222222223,6,0.6363636363636364,1,35.5,144,full
synthetic,train,5.0,0.0,False,5,9,1.8,5,0.8888888888888888,1,89.0,198,full
synthetic,train,5.0,0.0,False,7,10,1.4285714285714286,8,0.9,1,117.0,244,full
synthetic,train,5.0,0.0,False,24,47,1.9583333333333333,40,0.8723404255319149,1,23.0,533,full
synthetic,train,5.0,1.0,True,31,37,1.1935483870967742,13,0.5405405405405406,1,58.5,216,full
synthetic,train,5.0,0.0,False,15,26,1.7333333333333334,6,0.6538461538461539,1,39.0,174,full
synthetic,train,5.0,0.0,True,17,25,1.4705882352941178,22,0.88,0,274.0,384,full
synthetic,train,5.0,0.0,False,12,22,1.8333333333333333,10,0.7272727272727273,1,20.5,196,full
synthetic,train,5.0,0.0,False,8,14,1.75,6,0.6428571428571429,1,30.0,174,full
synthetic,train,5.0,0.0,False,10,17,1.7,9,0.7647058823529411,1,15.0,104,full
synthetic,train,5.0,0.0,False,6,8,1.3333333333333333,6,0.875,1,90.0,48,full
synthetic,train,5.0,0.0,False,21,30,1.4285714285714286,22,0.9,1,62.0,487,full
synthetic,train,5.0,0.0,True,8,15,1.875,9,1.0,1,52.0,298,full
synthetic,train,5.0,0.0,False,9,16,1.7777777777777777,12,0.9375,1,26.0,139,full
synthetic,train,5.0,0.0,False,7,16,2.2857142857142856,13,0.9375,1,22.0,528,full
synthetic,train,5.0,0.0,False,11,17,1.5454545454545454,10,0.7647058823529411,1,16.5,104,full
synthetic,train,5.0,0.0,False,6,18,3.0,4,0.8888888888888888,1,34.5,175,full
synthetic,train,5.0,0.0,False,13,29,2.230769230769231,15,0.7586206896551724,1,52.5,328,full
synthetic,train,5.0,0.0,False,6,10,1.6666666666666667,7,0.9,1,72.0,28,full
synthetic,train,5.0,0.0,False,9,23,2.5555555555555554,14,0.8260869565217391,1,23.5,192,full
synthetic,train,5.0,0.0,True,12,16,1.3333333333333333,7,0.625,1,77.0,417,full
synthetic,train,5.0,0.0,False,6,7,1.1666666666666667,6,1.0,1,11.0,60,full
synthetic,train,5.0,0.0,False,9,10,1.1111111111111112,6,0.6,0,81.0,1223,full
synthetic,train,5.0,0.0,True,11,25,2.272727272727273,17,0.92,1,26.5,86,full
synthetic,train,5.0,0.0,False,21,22,1.0476190476190477,15,0.8636363636363636,1,32.0,277,full
synthetic,train,5.0,0.0,True,6,6,1.0,6,1.0,0,,67,full
synthetic,train,5.0,0.0,False,12,31,2.5833333333333335,15,0.8064516129032258,1,34.0,738,full
synthetic,train,5.0,0.0,False,8,22,2.75,15,0.7272727272727273,1,110.0,128,full
synthetic,train,5.0,0.0,False,5,6,1.2,4,0.8333333333333334,1,39.0,207,full
synthetic,train,5.0,1.0,False,11,48,4.363636363636363,28,0.9791666666666666,1,26.0,443,full
synthetic,train,5.0,0.0,False,12,21,1.75,8,0.5238095238095238,1,18.0,254,full
synthetic,train,5.0,0.0,False,11,15,1.3636363636363635,9,0.6666666666666666,1,14.5,809,full
synthetic,train,5.0,0.0,True,10,23,2.3,14,1.0,1,32.0,177,full
synthetic,train,5.0,0.0,True,18,27,1.5,26,0.9629629629629629,0,219.0,415,full
synthetic,train,5.0,0.0,False,6,13,2.1666666666666665,8,1.0,1,35.0,127,full
synthetic,train,5.0,0.0,True,6,21,3.5,7,1.0,1,33.0,321,full
synthetic,train,5.0,0.0,True,9,14,1.5555555555555556,8,0.9285714285714286,1,9.0,83,full
